"session_id","citizenship","state","education","gender","genoccupation","politicalid","raceethnic","religion","religionid","age","posPrime","negPrime","ampDiff","all_same","complete_amp","shareAware","prime_present","target_present","influence","influence_unintentional","influence_intentional","strategy","strategy_noprime","anything_else"
"14579843","United States","Michigan","Associates degree","Female","Healthcare","Neutral","Black","None","Somewhat religious",45,0.971428571428571,0.142857142857143,0.828571428571429,0,1,0.542857142857143,100,99,50,29,67,"happy versus sad",NA,"no"
"14579844","United States","Ohio","Masters degree","Female","Arts/Design/Entertainment/Sports","Moderately liberal","White","Protestant","Moderately religious",34,0.914285714285714,0.0571428571428571,0.857142857142857,0,1,0,97,NA,NA,NA,NA,NA,NA,"it was too fast. I couldn't tell what some of the pictures were."
"14579853","Canada",NA,"Masters degree","Female","Education","Slightly liberal","White","Catholic","Somewhat religious",44,0,0,0,1,1,0.242857142857143,94,52,14,50,47,NA,NA,NA
"14579859","United States","Hawaii","Some high school","Female","Arts/Design/Entertainment/Sports","Moderately liberal","Multiracial","Protestant","Somewhat religious",18,0.971428571428571,0.342857142857143,0.628571428571429,0,1,0.614285714285714,89,99,48,51,49,NA,NA,NA
"14579863","United States","Texas","Masters degree","Female","Business","Strongly liberal","Black","None","Not at all religious",46,0.942857142857143,0.885714285714286,0.0571428571428572,0,1,0.0857142857142857,100,100,18,100,0,"I noticed that vicious or disgusting animal pictures clouded by judgement because I couldn't see the abstract after because I was still thinking about the awful pic","I went with I/0","No"
"14579876","United States","Texas","Bachelors degree","Male","Management","Strongly liberal","White","Protestant","Not at all religious",33,1,0.971428571428571,0.0285714285714286,0,1,0.0142857142857143,100,100,2,50,49,"I focused on the second flash, and basically ignored the first (the photo). I was more focused on trying to appreciate the paintings more than take in the photo.","I don't think there were any besides the first trial. I thought the grey fuzzy/noise was the abstract painting","Nope"
"14579889","United States","Maryland","Masters degree","Female","Education","Strongly liberal","White","Other","Moderately religious",58,0.685714285714286,0.828571428571429,-0.142857142857143,0,1,0.214285714285714,72,52,53,81,51,"I don't think you can decide whether something is going to influence your nervous system or not -- you can be aware of its influence and you can notice what the influence is, but I don't believe it's a matter of choice *WHETHER* it influences you or not.","I didn't. I had to press a key to move forward so I pressed a key. Totally random.","1) I thought the gray, gravely picture was the picture I was supposed to see. I didn't understand that the pictures were going to flash for an instant in front of me. The instructions did not actually prepare me for the experience I was going to have of seeing the pix. I don't think I am able to provide valuable feedback to you based on the structure of this study - I don't think my responses of more pleasing than average or less pleasing than average and influenced or not by the image I may or may not have seen really tells you anything. I think it's silly to try to report whether I believe the image you told me to ignore influenced my perception of the abstract picture that you showed me. It's fascinating as a concept, but if this is really what you are trying to measure (the degree to which a real life image affects the perception of an abstract image) I don't believe this is an accurate way to get that infomation."
"14579900","Canada",NA,"High school graduate","Female","Sales","Neutral","White","Catholic","Moderately religious",33,0.914285714285714,0.0571428571428571,0.857142857142857,0,1,0.342857142857143,100,NA,50,49,68,"emotions","senses","none"
"14579914","United States","Indiana","Associates degree","Female","Sales","Neutral","White","None","Somewhat religious",49,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"14579928","United Kingdom",NA,"Bachelors degree","Female","Protective Service","Moderately conservative","White","Protestant","Somewhat religious",36,0,0,0,1,1,0.0142857142857143,100,0,1,100,0,"Considered whether the previous image was positive or negative and determined whether it impacted on my view of the image","I saw an image followed by a grey image on every one","no"
"14579949","United States","Washington","Other advanced degree","Female",NA,"Moderately liberal","White","None","Not at all religious",32,0,0,0,1,1,0,100,100,0,0,0,"all the paintings were the same so it was easy to rate them all as unpleasant, no matter what the picture was before it.","I just said no because all the pictures were the same","I'm not sure it was working properly since all the abstract paintings were the same"
"14579955","United States","Wisconsin","Ph.D.","Female","Administrative Support","Strongly liberal","White","Catholic","Somewhat religious",40,0.714285714285714,0.8,-0.0857142857142857,0,1,0.171428571428571,100,0,20,70,57,NA,"I assumed that I wasn't because I didn't see it.","No"
"14579962","United States","New York","Other advanced degree","Female","Education","Neutral","White",NA,"Somewhat religious",59,1,0.2,0.8,0,1,0.742857142857143,12,12,100,59,50,"I looked became focused on the picture.","I just guessed.","It took be a bit of time to really understand what was happening in the study and what was being asked."
"14579964","United States","Illinois","Bachelors degree","Female","Healthcare","Moderately conservative","White","None","Not at all religious",23,0.771428571428571,0.171428571428571,0.6,0,1,0.628571428571429,75,58,93,56,45,"If it was a happy or sad picture","I just went with the first thing that came to mind","It was more difficult than expected"
"14579976","United States","California","High school graduate","Male","Computer/Math","Moderately liberal","Asian","Catholic","Somewhat religious",18,0.657142857142857,0.428571428571429,0.228571428571429,0,1,0.328571428571429,100,100,33,22,80,NA,NA,NA
"14579984","United States","North Carolina","Some college","Male","Management","Slightly conservative","White","Protestant","Moderately religious",28,0.542857142857143,0.542857142857143,0,0,1,0.185714285714286,100,0,56,38,63,"playing back the images in my head to judge the photo for bias","gut feelings, based how i thought the image would have made me feel",NA
"14579986","United States","New Jersey","Bachelors degree","Male","Sales","Moderately conservative","Hispanic","Catholic","Somewhat religious",27,0.971428571428571,0.0571428571428571,0.914285714285714,0,1,0.985714285714286,69,1,100,64,85,"I gauged whether I triggered an emotional response and that is how I decided","That was not an issue.",NA
"14579998","United States","Alabama","Bachelors degree","Female","Education","Neutral","Black","Protestant","Very religious",43,0.714285714285714,0.114285714285714,0.6,0,1,0.414285714285714,55,48,50,47,44,"NOT ANY","YES",NA
"14580009","United States","Oregon","High school graduate","Female","Food Service","Neutral","White","Catholic","Very religious",18,0.8,0.0857142857142857,0.714285714285714,0,1,0.842857142857143,100,0,53,1,97,"I used the picture displayed before it to decide whether i was pleased or not","I randomly clicked a letter","No"
"14580015","United States","New York","Masters degree","Male","Business",NA,"Black",NA,NA,59,0.114285714285714,0.742857142857143,-0.628571428571429,0,1,0.542857142857143,27,82,77,33,76,"How it my gut felt at the time.","How my gut felt at the time.","Not at this time."
"14580030","United States","Geogia","Associates degree","Female","Healthcare","Moderately liberal","Black","Protestant","Moderately religious",24,0.942857142857143,0.142857142857143,0.8,0,1,0.571428571428571,100,100,76,48,76,NA,NA,NA
"14580032","United States","Tennessee","Bachelors degree","Female","Administrative Support","Strongly conservative","White","Protestant","Moderately religious",45,1,1,0,1,1,0.185714285714286,100,100,20,6,21,"Was the photo before the painting scary or creepy.","I would decide the photo scared or bothered me in some way and I would judge the photo on whether I thought it was pretty or gave me a feeling of happiness or calmness.","No"
"14580038","United States","Idaho","Some college","Female","Food Service","Slightly conservative","White","Protestant","Very religious",19,0.206896551724138,0.0645161290322581,0.14238042269188,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA
"14580059","United States","Texas","M.B.A.","Female","Business","Moderately liberal","Black","Protestant","Very religious",45,0.971428571428571,0.542857142857143,0.428571428571429,0,1,0.585714285714286,100,0,75,45,70,"Whether or not the pictures invoked an emotional response.","Whether I experienced a reaction or noticed the detail of the picture.","No"
"14580060","Czech Republic",NA,"Masters degree","Female","Management","Strongly liberal","White","None","Not at all religious",31,0.885714285714286,0.828571428571429,0.0571428571428571,0,1,0.0428571428571429,100,100,8,14,4,"intuition and honesty with myself","not applicable","Nothing to add. Thank you."
"14580083","United States","Michigan","Bachelors degree","Female","Administrative Support","Moderately conservative","White","Protestant","Very religious",28,0.942857142857143,0.314285714285714,0.628571428571429,0,1,0.542857142857143,50,29,86,80,84,"If it was something I liked or had a good/bad experience with","i just put pleasant with no influence","no thank you"
"14580093","United States","California","Ph.D.","Female","Social Service","Strongly liberal","White","None","Not at all religious",32,0.971428571428571,0.8,0.171428571428571,0,1,0.185714285714286,100,100,28,100,4,"facial reaction, took a second","guessed","made me second guess if I saw something or not"
"14580112","United States","Indiana","Bachelors degree","Female","Education","Strongly liberal","Hispanic","None","Not at all religious",38,1,1,0,1,1,0,99,0,0,1,0,NA,NA,"The pictures did not influence as heavily as the flashing of the pictures quickly which made the abstract painting seem like a tv with no channel reception."
"14580134","United States","New York","Ph.D.","Female","Education","Strongly liberal","White","Catholic","Somewhat religious",43,1,0.342857142857143,0.657142857142857,0,1,0.985714285714286,100,0,100,98,99,NA,NA,NA
"14580135","United States","Michigan","Masters degree","Female","Social Service","Neutral","White","Catholic","Moderately religious",50,1,1,0,1,1,0.0428571428571429,98,83,7,11,10,"I liked the abstract picture so that was my main focus.","I focused on the abstract paining which I found pleasant.","No"
"14580139","United States",NA,"Some college","Female","Arts/Design/Entertainment/Sports","Strongly liberal","White","None","Not at all religious",33,0.4,0.457142857142857,-0.0571428571428571,0,1,0.257142857142857,100,100,48,31,27,"I tried to see it separately, and focus on the colors in the painting. I could tell when I had a left over negative feeling form a harsh image, or a neutral feeling form a positive image.","I simply pressed I and then 0 on those trials","it was really hard to focus on the images because I didn't expect them to disappear so fast"
"14580158","United States","North Carolina","Masters degree","Male",NA,"Moderately liberal","Asian","None","Not at all religious",32,1,0.771428571428571,0.228571428571429,0,1,0.971428571428571,86,36,21,19,58,"No mental strategy, mostly going by instinct","It was an instinctive decision","No other comments"
"14580168","United States","Massachusetts","M.B.A.","Female","Science","Slightly liberal","Asian","Hindu","Very religious",43,1,1,0,1,1,0,97,97,1,0,0,"dissociated the two; separate pieces of data","All the paintings look similar so if it was above average for one it would be above average for all.","The images flashed so quickly I did not pay close attention to either image."
"14580180","United States","Michigan","Some college","Female","Administrative Support","Moderately liberal","White","Catholic","Somewhat religious",73,1,0.285714285714286,0.714285714285714,0,1,0,70,76,1,0,0,"based on the photo itself","flash back to previous picture/painting","it went fast and impressions on the blink of an eye can be inaccurate"
"14580181","United States","Minnesota","Some graduate school","Male","Healthcare","Moderately liberal","White","Catholic","Moderately religious",35,0.628571428571429,0.0857142857142857,0.542857142857143,0,1,0.728571428571429,90,86,86,95,92,"I thought about how the picture made me feel.","My influence of the past photos","no"
"14580186","United States","Alabama","Some graduate school","Female","Education","Slightly conservative","White","Protestant","Somewhat religious",25,0.657142857142857,0.342857142857143,0.314285714285714,0,1,0.5,98,8,84,51,NA,NA,NA,NA
"14580191","United States","Nevada","Bachelors degree","Female",NA,"Neutral","White",NA,"Not at all religious",48,0.771428571428571,0.0285714285714286,0.742857142857143,0,1,0.985714285714286,99,99,98,10,95,"Pictures were so quick that I could only analyze familiar images (pictures).  They were to quick to form an opinion on the abstract. Therefore, I based my opinion on the images I could see.",NA,NA
"14580194","United Kingdom",NA,"Ph.D.","Male","Education","Neutral","White",NA,"Not at all religious",53,0,0,0,1,1,0,100,99,1,1,1,NA,NA,NA
"14580199","United States","California","Some college","Female",NA,"Moderately conservative","Hispanic","Protestant","Moderately religious",50,0.828571428571429,0.0285714285714286,0.8,0,1,1,89,98,97,96,98,NA,NA,"no"
"14580201","United States","South Carolina","Associates degree","Male","Retired/Unemployed","Slightly conservative","Black","Catholic","Moderately religious",21,0.862068965517241,0.32258064516129,0.539488320355951,0,0,0.233333333333333,NA,NA,NA,NA,NA,NA,NA,NA
"14580203","United States","California","High school graduate","Female","Retired/Unemployed","Neutral","Hispanic","Catholic","Moderately religious",19,0.828571428571429,0.2,0.628571428571429,0,1,0.0428571428571429,100,99,15,30,5,"my immediate reaction","no","no"
"14580217","United States","Ohio","Bachelors degree","Female","Healthcare","Moderately conservative","White","Protestant","Moderately religious",50,0.971428571428571,1,-0.0285714285714286,0,1,0,100,100,0,0,0,"If I paid attention to the picture and felt like I didnt like the painting based on how the picture made me feel","Not sure how I would do that","no"
"14580235","United States","Florida","Associates degree","Male","Healthcare","Neutral","Hispanic","Protestant","Moderately religious",34,1,1,0,1,1,0,100,100,0,0,0,"I just paid attention","wasn't","no"
"14580258","United States","Arizona","Some college","Female","Administrative Support","Strongly conservative","White","Protestant","Somewhat religious",23,0.314285714285714,0.0571428571428571,0.257142857142857,0,1,0.528571428571429,100,100,51,63,57,NA,NA,NA
"14580264","United States","Minnesota","Associates degree","Male","Legal","Slightly conservative","White","None","Not at all religious",51,0.828571428571429,0.371428571428571,0.457142857142857,0,1,0.557142857142857,100,100,19,15,51,"things range from like, dislike and indifferent. dislike caused influence more than the rest","chose like and not influenced as a basis","pictures too fast to assimilate. instictual should be prudent - not so fast I am indifferent to the images."
"14580268","United States","California","High school graduate","Female","Retired/Unemployed","Strongly liberal","White","None","Not at all religious",18,0.542857142857143,0,0.542857142857143,0,1,0,87,79,1,2,61,NA,NA,NA
"14580270","United States","California","High school graduate","Male","Retired/Unemployed","Moderately liberal","White","None","Not at all religious",18,0.885714285714286,0.571428571428571,0.314285714285714,0,1,0.4,100,100,75,70,36,"I thought it would be best to just focus on the image of the painting in my head and to not think about the picture before it.","I guessed.","Not really, no."
"14580296","United States","Wisconsin","Masters degree","Male","Science","Moderately liberal","White","None","Not at all religious",66,0.48,0.68,-0.2,0,0,0.26,NA,NA,NA,NA,NA,NA,NA,NA
"14580313","United States","North Carolina","Bachelors degree","Female",NA,NA,"White",NA,NA,NA,0,0,0,1,1,0.585714285714286,100,98,91,89,4,"Was it increasing unpleasant","Consistently recorded influenced","NA"
"14580322","United States","New York","M.B.A.","Female","Healthcare","Strongly conservative","White","Protestant","Somewhat religious",79,1,1,0,1,1,0,99,1,1,1,0,"I just looked at the painting.","I saw the pictures and the paintings each time, I belive","the pictures had obvious bias, but the painting was the same each time."
"14580324","United States","Washington","Bachelors degree","Female","Social Service","Strongly liberal","Hispanic","Catholic","Somewhat religious",24,0.914285714285714,0.971428571428571,-0.0571428571428572,0,1,0.114285714285714,NA,NA,NA,NA,NA,NA,NA,NA
"14580329","United States",NA,"High school graduate","Female","Retired/Unemployed","Neutral","Asian","Catholic","Moderately religious",19,0.4,0.0857142857142857,0.314285714285714,0,1,0.957142857142857,100,100,99,84,57,NA,NA,NA
"14580340","United States","Tennessee","Masters degree","Male","Computer/Math","Moderately conservative","White","Protestant","Somewhat religious",56,1,1,0,1,1,0,NA,NA,0,1,0,"Actually, most of the pictures and painting passed by before I could even see them.","The questions did I feel pleasant  and I did.","I don't think this test worked the way you think it did...  might want to exclude my results.  the images sped by so quickly, I really have no clue what I was seeing."
"14580342","United States","Nebraska","High school graduate","Female","Food Service","Moderately liberal","White","None","Somewhat religious",19,0.545454545454545,0,0.545454545454545,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"14580347","United States","New Jersey","Bachelors degree","Female","Sales",NA,"Multiracial","Catholic","Somewhat religious",74,1,0.628571428571429,0.371428571428571,0,1,0.585714285714286,97,96,36,67,67,"if nice picture , pleasant rating","random","confusing"
"14580349","United States","Virginia","Masters degree","Male","Education","Strongly liberal","Multiracial","None","Not at all religious",33,0.628571428571429,0.0857142857142857,0.542857142857143,0,1,0.942857142857143,99,99,99,NA,82,"I couldn't see the paintings very well at all, so I didn't have a strong opinion about them. I just chose the ones I liked based on the pictures that I liked.","I am certain that I was. How is it even possible to decide to be influenced. I either am, or I'm not; it's implicit and my conscious mind doesn't have a choice in the matter.","I did not like this. I do not see how this data will work."
"14580355","United States","Idaho","Some college","Female","Food Service","Neutral","White","Catholic","Somewhat religious",20,0.771428571428571,0.0857142857142857,0.685714285714286,0,1,0.871428571428571,99,80,97,100,3,"if I developed a feeling before I say the abstract","I am not sure","no"
"14580359","United States","New Jersey","M.D.","Male","Healthcare","Neutral","Asian","Muslim","Moderately religious",29,0.828571428571429,0,0.828571428571429,0,1,0.957142857142857,97,50,49,50,51,"Think aboit it","-","-"
"14580411","United States","Illinois","Masters degree","Female","Education","Moderately liberal","White","Protestant","Moderately religious",47,0.952380952380952,1,-0.0476190476190477,0,0,0.025,NA,NA,NA,NA,NA,NA,NA,NA
"14580413","Canada",NA,"Some college","Female","Education","Strongly liberal","Middle Eastern","Muslim","Not at all religious",45,0.914285714285714,0.657142857142857,0.257142857142857,0,1,0.0857142857142857,96,95,15,NA,NA,"I just tried to ignore the photo and focus on the colors of the paintings.","I tried to remember what colors came up","I'm not really a fan of abstract art, I don't hate it either - I found it hard to judge whether I actually liked what the painting was and really just paid attention to the colors and whether I liked them.  Overall I like brightly colored things so I liked most of them."
"14580416","India",NA,"Masters degree","Female","Healthcare","Neutral","Asian","Hindu","Moderately religious",58,1,0.314285714285714,0.685714285714286,0,1,0.7,1,1,99,NA,NA,"The picture appeared so quickly and I honestly did not see the painting. I thought I was responding to the quick picture that flashed in front of me.","I imagined it to be pleasant or unpleasant version in my mind. e.g a picture might have been worms but I imagined it as a sautéed onions instead.","I wish there was an option for neutral answer. I felt forced to pick one answer out of the two choices. I did not see the painting at all. Not sure if it was a computer issue."
"14580433","United States",NA,"Masters degree","Male","Administrative Support","Moderately conservative","White","Protestant","Somewhat religious",48,0.885714285714286,0.0857142857142857,0.8,0,1,0.828571428571429,100,0,100,99,100,"None","I only LOOKED at the pictures","Make the pictures quick, but the painting afterwards appear longer.........if that is the point. All I was doing was responding to the pictures given."
"14580448","United States","Colorado","Bachelors degree","Female","Engineers/Architects","Moderately conservative","White","Protestant","Very religious",47,0.485714285714286,0.342857142857143,0.142857142857143,0,1,0.0285714285714286,99,1,74,13,0,"If there was an emotional response","I chose to be uninfluenced, but did not like the painting",NA
"14580459","Canada",NA,"Some college","Female","Business","Neutral","White","Protestant","Not at all religious",62,0,0,0,1,1,0,99,1,0,0,0,"There was no strategy, I did not find the abstract picture at all pleasant. It was the same abstract item I believe and I did not like it.","0","Nothing"
"14580474","United States","Texas","Associates degree","Female","Homemaker or Parenting","Moderately conservative","Hispanic",NA,NA,30,1,0.171428571428571,0.828571428571429,0,1,0.585714285714286,16,18,14,6,30,"the picture only","i saw the picture fast","nope"
"14580485","United States","North Carolina","Associates degree","Female","Retired/Unemployed","Neutral","Multiracial","None","Somewhat religious",26,1,0.739130434782609,0.260869565217391,0,0,0.14,NA,NA,NA,NA,NA,NA,NA,NA
"14580501","China",NA,"Some college","Female",NA,"Moderately conservative","Asian","Catholic","Moderately religious",34,0.514285714285714,0.371428571428571,0.142857142857143,0,1,0,100,100,0,0,0,"i just never thought of the pictures. i realized after the first couple of pictures they were all paintis of coloured lines. so i just focus on coloured lines and ignore whatever picture was presented. i dont even remember what pictures were shown","i ask myself if i can remember the picture . if i cant remember what picture it is, i wasnt influence. and i just move on from there","none"
"14580505","United States","Maryland","Masters degree","Female",NA,"Slightly conservative","White","Catholic","Moderately religious",60,0.0285714285714286,0.2,-0.171428571428571,0,1,0.928571428571429,41,NA,87,44,48,"I tried to ignore the painting before the picture",NA,NA
"14580513","United States","Iowa","Masters degree","Female","Education","Strongly liberal","White","Protestant","Moderately religious",58,1,1,0,1,1,0,94,95,1,6,5,"the two were unconnected in any way.  Ie: bugs were not a part of the painting. two separate images unrelated to one another.","Personal preference I suppose.  art is art and photos document.","I suppose that images of worms and bugs affect people in adverse ways but they do not for me.  The same can be true of puppies and babies influence people in positive ways. I was asked to determine the pleasant nature of the painting so the image was a stand alone observation for me."
"14580518","United States","Illinois","Bachelors degree","Male","Sales","Moderately liberal","White","Catholic","Not at all religious",24,0.914285714285714,0,0.914285714285714,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA
"14580525","United States","Louisiana","Bachelors degree","Male","Repair/Installation","Moderately liberal","White","Catholic","Moderately religious",51,0.857142857142857,0.885714285714286,-0.0285714285714286,0,1,0.428571428571429,100,100,50,22,85,"How well I could recall the picture before the painting; which one stuck out in my memory.","I assumed that if I was thinking more about the photo, then I was influenced by it.","I did not really have pleasant or unpleasant reactions. I enjoy looking at abstract images in general and it is rare that I might find one unpleasant."
"14580532","United States","New York","Bachelors degree","Male",NA,"Moderately liberal","White","Catholic","Somewhat religious",61,0.542857142857143,0.4,0.142857142857143,0,1,0.214285714285714,93,98,27,98,3,"If I liked the painting but not the picture or if i like the picture but not the painting then it did not influence.","I had to guess.",NA
"14580557","United States","North Carolina","Associates degree","Male","Service and Personal Care","Moderately conservative","White","Protestant","Moderately religious",23,0.857142857142857,0.228571428571429,0.628571428571429,0,1,0.985714285714286,50,49,90,76,19,"i just looked at the pictures","put an e",NA
"14580566","United States","California","Masters degree","Female","Education","Moderately liberal","Native American","Other","Somewhat religious",64,0.742857142857143,0.314285714285714,0.428571428571429,0,1,0.857142857142857,80,89,91,63,94,"Physical reaction","Immediate reaction","Surprised at how little time was allowed to view them but eventually got the hang of it."
"14580572","United States","New Mexico","Bachelors degree","Female","Retired/Unemployed","Moderately liberal","White","Protestant","Somewhat religious",23,0.6,0.257142857142857,0.342857142857143,0,1,0.557142857142857,100,100,74,29,80,"I didn't really think about it. If the picture made me uncomfortable or sad, I was less likely to like the painting.","I just guessed","My strongest response were to pictures and paintings that I liked"
"14580596","United States","North Carolina","Bachelors degree","Female","Administrative Support","Strongly liberal","White","Catholic","Somewhat religious",59,0.257142857142857,0.228571428571429,0.0285714285714286,0,1,0,99,0,0,20,17,"i kept careful watch for the colorful abstract images because there was so little time between pictures to look at both.","I was actually most influenced by the biggest color block in each picture  - which was usually the background.  if it didn't fit with the other colors, I usually don't care for that","no"
"14580606","United States",NA,"Other advanced degree","Female",NA,"Moderately conservative","White","Catholic","Moderately religious",23,0.885714285714286,0.171428571428571,0.714285714285714,0,1,0.857142857142857,NA,NA,NA,NA,NA,NA,NA,NA
"14580611","Malaysia",NA,"Bachelors degree","Male","Engineers/Architects","Slightly conservative","Asian","Buddhist","Somewhat religious",66,0.942857142857143,0.514285714285714,0.428571428571429,0,1,0.485714285714286,56,9,37,13,31,"visual","visual of picture and the colors","got used to the process after answering the questions."
"14580616","Australia",NA,"Bachelors degree","Male","Business","Neutral","White","None","Not at all religious",29,0.8,0.285714285714286,0.514285714285714,0,1,0.628571428571429,80,64,58,55,57,"At the start I chose based off the image, as it progressed i focused more on the painting","Based on the picture or the previous picture",NA
"14580619","Brazil",NA,"M.D.","Male","Healthcare",NA,"Hispanic","Other","Somewhat religious",24,0.914285714285714,0.542857142857143,0.371428571428571,0,1,0.485714285714286,100,100,50,69,69,"Cute things tend to positively affect my perception of the paintings!","Guts",NA
"14580622","Philippines",NA,"Associates degree","Female","Food Service","Slightly conservative","Asian","Catholic","Moderately religious",22,0.8,0.171428571428571,0.628571428571429,0,1,0.971428571428571,100,74,51,50,69,"Visual Imagenary","By feelings","Nothing"
"14580628","China",NA,"High school graduate","Female",NA,NA,"Asian",NA,NA,22,0.0285714285714286,0,0.0285714285714286,0,1,0.185714285714286,100,100,100,100,100,NA,NA,NA
"14580632","United States","North Carolina","Some graduate school","Female","Food Service","Strongly liberal","White","Protestant","Moderately religious",55,0,0.0689655172413793,-0.0689655172413793,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"14580641","United States","Missouri","Masters degree","Female","Education","Slightly liberal","White","Protestant","Very religious",76,0.714285714285714,0.571428571428571,0.142857142857143,0,1,0.257142857142857,87,2,52,46,18,"If I remembered it better than the painting.","no strategy","I'm not fond of that style of abstract painting---based judgement on colors combinations that I liked and didn't like"
"14580651","United States","California","Masters degree","Female","Education","Moderately liberal","Hispanic","Catholic","Moderately religious",44,0.828571428571429,0,0.828571428571429,0,1,0.128571428571429,96,99,63,57,46,NA,NA,NA
"14580652","United States","Illinois","Some graduate school","Male","Protective Service","Moderately conservative","Hispanic","Catholic","Moderately religious",33,1,0.142857142857143,0.857142857142857,0,1,0.8,25,43,60,47,57,"If I liked the picture it made the painting seem better, and vice versa, so it influence my decision both ways","I decided that my current feeling and the little info i saw was how i was going to decide","no"
"14580664","United States","Indiana","Bachelors degree","Male","Business","Slightly liberal","White","Protestant","Not at all religious",48,1,0.857142857142857,0.142857142857143,0,1,0,95,62,1,2,2,"I ignored the initial picture and only focused on the painting itself","I defaulted to Pleasant because I am generally a positive outlook person and I like art","All images too fast"
"14580684","United States","New Jersey","Masters degree","Female","Social Service","Strongly liberal","Asian","Protestant","Very religious",60,1,1,0,1,1,0,100,94,2,0,2,"just instinct as i was trying to go quickly through","If I couldn't see the picture or painting, I assumed I was not influenced, as the answer button I hit did not change.","No"
"14580685","Australia",NA,"Masters degree","Male","Social Service","Strongly liberal","Black","Protestant","Very religious",37,1,1,0,1,0,0.02,NA,NA,NA,NA,NA,NA,NA,NA
"14580715","United States","Indiana","Masters degree","Male","Science","Slightly conservative","White","Protestant","Moderately religious",53,0.457142857142857,0.171428571428571,0.285714285714286,0,1,0.428571428571429,98,1,53,30,48,"since the images were flashed very briefly, the images I remember favorably or unfavorably affected my judgement. The ones I can't remember did not","If a painting did not impact me either way I chose less than acerage","NA"
"14580717","United States","Florida","Some graduate school","Female","Healthcare","Strongly liberal","Asian","Hindu","Somewhat religious",27,0,0,0,1,1,0,100,100,0,0,0,NA,NA,NA
"14580718","United States","Iowa","Bachelors degree","Male","Healthcare","Neutral","White","Protestant","Somewhat religious",29,0.428571428571429,0.6,-0.171428571428571,0,1,0,100,100,0,0,0,"I took a moment to objectively tell myself both pictures i saw and then objectively rated the abstract painting based on how cool I thought it looked.","On how the painting looked and what colors it was and how they blended together","It was ok"
"14580725","Germany",NA,"Some college","Male","Business","Moderately liberal","White","None","Not at all religious",26,0.685714285714286,0.457142857142857,0.228571428571429,0,1,0.4,95,94,64,65,31,"It felt like some paintings were used multiple times with different pictures up front. I tried to remember how many times I gave a different rating and how often this may have been influenced by the picture before.","To be honest, in these cases I just guessed one way or the other.",NA
"14580729","Nepal",NA,"High school graduate","Male","Retired/Unemployed","Slightly liberal","Asian","Buddhist","Somewhat religious",21,1,0.909090909090909,0.0909090909090909,0,0,0.88,NA,NA,NA,NA,NA,NA,NA,NA
"14580733","United States","Nevada","Some college","Male","Transportation","Slightly conservative","White","Catholic","Somewhat religious",27,0.885714285714286,0.171428571428571,0.714285714285714,0,1,0.985714285714286,1,0,NA,12,5,"I only got a black and white screen - so I didnt see any pictures. I will probably have to have this redone sometime","I wasnt able to see anything at all except a black and white screen","Let me know if this was an issue or not - wasn't able to see anything"
"14580756","United States","California","Ph.D.","Male","Healthcare","Neutral","Multiracial","Catholic","Somewhat religious",31,0.942857142857143,0.342857142857143,0.6,0,1,0.685714285714286,92,97,100,97,80,"Mood","I related images to my preconceived notion of pleasant","None"
"14580776","United States","Illinois","J.D.","Female","Legal","Slightly conservative","White","Catholic","Moderately religious",54,1,0.142857142857143,0.857142857142857,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA
"14580782","United States","Indiana",NA,"Male","Legal","Neutral","White","Protestant","Moderately religious",62,0,0,0,1,1,0,99,98,1,1,0,"The abstract painting was the same each time and was equally unpleasant","My reaction to the painting was the same","no"
"14580789","United States","Arizona","Masters degree","Male","Education","Moderately liberal","White","Other","Somewhat religious",32,0,0,0,1,1,0,86,84,0,0,0,"The framerate was too fast, so every experience was unpleasant and my rating was based of the framerate, not the image.","Not applicable.  I was able to see the images.  I just felt that the framerate was unpleasant.","Too long."
"14580805","United States","California","Masters degree","Female","Farming, Fishing, Forestry","Slightly liberal","White","None","Not at all religious",32,0.885714285714286,0.457142857142857,0.428571428571429,0,1,0.842857142857143,98,98,NA,76,72,"If the trials was pleasant or unpleasant, the painting was the same. I like all the abstract paintings. I didn't understand the idea of not being pleasant.","I decided I was not influenced because I didn't see it",NA
"14580812","United States","Ohio","Bachelors degree","Female","Food Service","Moderately liberal","White","None","Not at all religious",22,0.8,0.2,0.6,0,1,0.771428571428571,52,79,1,98,100,"I only looked at the picture, I don't remember the paintings nor could i see them during the test due to speed","I typically could only make out the picture and chose my answer based on that",NA
"14580828","United States","Ohio","Some college","Female",NA,"Neutral","Black","Protestant","Somewhat religious",29,0.914285714285714,0.914285714285714,0,0,1,0.885714285714286,40,51,35,47,53,NA,NA,NA
"14580865","United States","Minnesota","Bachelors degree","Female","Management","Moderately liberal","White","None","Not at all religious",46,1,0.857142857142857,0.142857142857143,0,1,0.257142857142857,99,100,20,82,86,"Color, texture, boldness","I thought I saw images with all pictures and paintings.","no"
