success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,plugin_version,time_elapsed,rt,stimulus,response,phase,valence,prime_image,past_response_label,past_session_id
,,,,,html-keyboard-response,419,2.1.0,360953,118,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">", ,,,,,
,,,,,html-keyboard-response,420,2.1.0,361446,493,"Did the prime influence the past participant's judgment?<br><br>
          The past participant's response on this trial was: <b>Pleasant</b>.<br><br>
          Press the 1 key if you think that the past participant's response to the target was influenced by the prime,
          and press 0 if not.",0,,,,Pleasant,14580134
,,,,,html-keyboard-response,421,2.1.0,361947,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,422,2.1.0,362049,null,Primes/unpleasant9.jpg,null,prime,unpleasant,Primes/unpleasant9.jpg,,
,,,,,html-keyboard-response,423,2.1.0,362152,null,,null,blank,,,,
,,,,,image-keyboard-response,424,2.1.0,362354,null,Targets/pic53.jpg,null,target,,,,
,,,,,html-keyboard-response,425,2.1.0,362972,618,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">", ,,,,,
,,,,,html-keyboard-response,426,2.1.0,363697,725,"Did the prime influence the past participant's judgment?<br><br>
          The past participant's response on this trial was: <b>Unpleasant</b>.<br><br>
          Press the 1 key if you think that the past participant's response to the target was influenced by the prime,
          and press 0 if not.",0,,,,Unpleasant,14580134
,,,,,html-keyboard-response,427,2.1.0,364199,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,428,2.1.0,364301,null,Primes/pleasant6.jpg,null,prime,pleasant,Primes/pleasant6.jpg,,
,,,,,html-keyboard-response,429,2.1.0,364403,null,,null,blank,,,,
,,,,,image-keyboard-response,430,2.1.0,364606,null,Targets/pic56.jpg,null,target,,,,
,,,,,html-keyboard-response,431,2.1.0,364980,374,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">", ,,,,,
,,,,,html-keyboard-response,432,2.1.0,365501,520,"Did the prime influence the past participant's judgment?<br><br>
          The past participant's response on this trial was: <b>Pleasant</b>.<br><br>
          Press the 1 key if you think that the past participant's response to the target was influenced by the prime,
          and press 0 if not.",0,,,,Pleasant,14580134
,,,,,html-keyboard-response,433,2.1.0,366002,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,434,2.1.0,366104,null,Primes/unpleasant10.jpg,null,prime,unpleasant,Primes/unpleasant10.jpg,,
,,,,,html-keyboard-response,435,2.1.0,366206,null,,null,blank,,,,
,,,,,image-keyboard-response,436,2.1.0,366408,null,Targets/pic10.jpg,null,target,,,,
,,,,,html-keyboard-response,437,2.1.0,366887,478,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">", ,,,,,
,,,,,html-keyboard-response,438,2.1.0,367336,449,"Did the prime influence the past participant's judgment?<br><br>
          The past participant's response on this trial was: <b>Pleasant</b>.<br><br>
          Press the 1 key if you think that the past participant's response to the target was influenced by the prime,
          and press 0 if not.",0,,,,Pleasant,14580134
,,,,,html-keyboard-response,439,2.1.0,367838,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,440,2.1.0,367940,null,Primes/unpleasant2.jpg,null,prime,unpleasant,Primes/unpleasant2.jpg,,
,,,,,html-keyboard-response,441,2.1.0,368042,null,,null,blank,,,,
,,,,,image-keyboard-response,442,2.1.0,368244,null,Targets/pic17.jpg,null,target,,,,
,,,,,html-keyboard-response,443,2.1.0,368663,418,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">", ,,,,,
,,,,,html-keyboard-response,444,2.1.0,369053,390,"Did the prime influence the past participant's judgment?<br><br>
          The past participant's response on this trial was: <b>Unpleasant</b>.<br><br>
          Press the 1 key if you think that the past participant's response to the target was influenced by the prime,
          and press 0 if not.",0,,,,Unpleasant,14580134
,,,,,html-keyboard-response,445,2.1.0,369554,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,446,2.1.0,369656,null,Primes/unpleasant1.jpg,null,prime,unpleasant,Primes/unpleasant1.jpg,,
,,,,,html-keyboard-response,447,2.1.0,369759,null,,null,blank,,,,
,,,,,image-keyboard-response,448,2.1.0,369961,null,Targets/pic28.jpg,null,target,,,,
,,,,,html-keyboard-response,449,2.1.0,370451,490,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">", ,,,,,
,,,,,html-keyboard-response,450,2.1.0,370905,453,"Did the prime influence the past participant's judgment?<br><br>
          The past participant's response on this trial was: <b>Unpleasant</b>.<br><br>
          Press the 1 key if you think that the past participant's response to the target was influenced by the prime,
          and press 0 if not.",0,,,,Unpleasant,14580134
,,,,,html-keyboard-response,451,2.1.0,371406,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,452,2.1.0,371508,null,Primes/unpleasant3.jpg,null,prime,unpleasant,Primes/unpleasant3.jpg,,
,,,,,html-keyboard-response,453,2.1.0,371610,null,,null,blank,,,,
,,,,,image-keyboard-response,454,2.1.0,371813,null,Targets/pic79.jpg,null,target,,,,
,,,,,html-keyboard-response,455,2.1.0,372672,858,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">", ,,,,,
,,,,,html-keyboard-response,456,2.1.0,373098,426,"Did the prime influence the past participant's judgment?<br><br>
          The past participant's response on this trial was: <b>Pleasant</b>.<br><br>
          Press the 1 key if you think that the past participant's response to the target was influenced by the prime,
          and press 0 if not.",0,,,,Pleasant,14580134
,,,,,html-keyboard-response,457,2.1.0,373599,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,458,2.1.0,373703,null,Primes/pleasant2.jpg,null,prime,pleasant,Primes/pleasant2.jpg,,
,,,,,html-keyboard-response,459,2.1.0,373805,null,,null,blank,,,,
,,,,,image-keyboard-response,460,2.1.0,374008,null,Targets/pic11.jpg,null,target,,,,
,,,,,html-keyboard-response,461,2.1.0,374419,411,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">", ,,,,,
,,,,,html-keyboard-response,462,2.1.0,375002,583,"Did the prime influence the past participant's judgment?<br><br>
          The past participant's response on this trial was: <b>Pleasant</b>.<br><br>
          Press the 1 key if you think that the past participant's response to the target was influenced by the prime,
          and press 0 if not.",1,,,,Pleasant,14580134
,,,,,html-keyboard-response,463,2.1.0,375505,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,464,2.1.0,375606,null,Primes/unpleasant8.jpg,null,prime,unpleasant,Primes/unpleasant8.jpg,,
,,,,,html-keyboard-response,465,2.1.0,375712,null,,null,blank,,,,
,,,,,image-keyboard-response,466,2.1.0,375913,null,Targets/pic3.jpg,null,target,,,,
,,,,,html-keyboard-response,467,2.1.0,376456,543,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">", ,,,,,
,,,,,html-keyboard-response,468,2.1.0,378123,1668,"Did the prime influence the past participant's judgment?<br><br>
          The past participant's response on this trial was: <b>Unpleasant</b>.<br><br>
          Press the 1 key if you think that the past participant's response to the target was influenced by the prime,
          and press 0 if not.",1,,,,Unpleasant,14580134
,,,,,html-keyboard-response,469,2.1.0,378625,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,470,2.1.0,378728,null,Primes/pleasant8.jpg,null,prime,pleasant,Primes/pleasant8.jpg,,
,,,,,html-keyboard-response,471,2.1.0,378830,null,,null,blank,,,,
,,,,,image-keyboard-response,472,2.1.0,379030,null,Targets/pic31.jpg,null,target,,,,
,,,,,html-keyboard-response,473,2.1.0,380515,1485,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">", ,,,,,
,,,,,html-keyboard-response,474,2.1.0,380924,408,"Did the prime influence the past participant's judgment?<br><br>
          The past participant's response on this trial was: <b>Pleasant</b>.<br><br>
          Press the 1 key if you think that the past participant's response to the target was influenced by the prime,
          and press 0 if not.",1,,,,Pleasant,14580134
,,,,,html-keyboard-response,475,2.1.0,381425,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,476,2.1.0,381528,null,Primes/pleasant3.jpg,null,prime,pleasant,Primes/pleasant3.jpg,,
,,,,,html-keyboard-response,477,2.1.0,381633,null,,null,blank,,,,
,,,,,image-keyboard-response,478,2.1.0,381834,null,Targets/pic4.jpg,null,target,,,,
,,,,,html-keyboard-response,479,2.1.0,382275,440,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">", ,,,,,
,,,,,html-keyboard-response,480,2.1.0,382642,367,"Did the prime influence the past participant's judgment?<br><br>
          The past participant's response on this trial was: <b>Pleasant</b>.<br><br>
          Press the 1 key if you think that the past participant's response to the target was influenced by the prime,
          and press 0 if not.",1,,,,Pleasant,14580134
,,,,,html-keyboard-response,481,2.1.0,383144,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,482,2.1.0,383246,null,Primes/unpleasant10.jpg,null,prime,unpleasant,Primes/unpleasant10.jpg,,
,,,,,html-keyboard-response,483,2.1.0,383348,null,,null,blank,,,,
,,,,,image-keyboard-response,484,2.1.0,383551,null,Targets/pic39.jpg,null,target,,,,
,,,,,html-keyboard-response,485,2.1.0,384261,710,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">", ,,,,,
,,,,,html-keyboard-response,486,2.1.0,384971,709,"Did the prime influence the past participant's judgment?<br><br>
          The past participant's response on this trial was: <b>Pleasant</b>.<br><br>
          Press the 1 key if you think that the past participant's response to the target was influenced by the prime,
          and press 0 if not.",1,,,,Pleasant,14580134
,,,,,html-keyboard-response,487,2.1.0,385472,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,488,2.1.0,385574,null,Primes/pleasant4.jpg,null,prime,pleasant,Primes/pleasant4.jpg,,
,,,,,html-keyboard-response,489,2.1.0,385676,null,,null,blank,,,,
,,,,,image-keyboard-response,490,2.1.0,385879,null,Targets/pic16.jpg,null,target,,,,
,,,,,html-keyboard-response,491,2.1.0,386253,373,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">", ,,,,,
,,,,,html-keyboard-response,492,2.1.0,387404,1151,"Did the prime influence the past participant's judgment?<br><br>
          The past participant's response on this trial was: <b>Pleasant</b>.<br><br>
          Press the 1 key if you think that the past participant's response to the target was influenced by the prime,
          and press 0 if not.",0,,,,Pleasant,14580134
,,,,,html-keyboard-response,493,2.1.0,388950,1545,"
      <h2>Thank you for participating!</h2>
      <p>Your responses have been recorded.</p>
      <p>You may now close this window.</p>
      ", ,,,,,
